dataset,data_size,d,sigma,learner,model,epsilon,MSE,MSE_ATE,MSEavg,MSEavg_ATE,num_effective_avg,iBias2,iVar,bias_ATE,iBias2_ATE,iVar_ATE
A,4000,6,1.0,SLearner1,DPExplainableBoostingRegressor,128.0,"[0.09653530244557987, 0.08001369102253081, 0.08547982842475141, 0.08429390645603987, 0.09047283664173247]","[0.09138165182807227, 0.09436833236003106, 0.09704159211816285, 0.08894994759619032, 0.09934466583652433]","[0.0954906961236754, 0.0788069749064832, 0.08518988681247856, 0.08376315524177533, 0.08981016093903553]","[0.0954906961236754, 0.07880697490648321, 0.08518988681247854, 0.08376315524177538, 0.08981016093903545]","[5, 5, 5, 5, 5]","[0.09522954454319929, 0.07850529587747129, 0.08511740140941035, 0.08363046743820919, 0.08964449201336129]","[0.0013057579023805811, 0.0015083951450595157, 0.0003624270153410568, 0.0006634390178306832, 0.0008283446283711797]","[0.23188823386490914, 0.19258357091869133, 0.208497826592485, 0.2050478288670397, 0.21929801143728328]","[0.09138165182807227, 0.07491663554309624, 0.08222696048605746, 0.08246645715317165, 0.08742653471466322]","[0, 0.019451696816934812, 0.014814631632105394, 0.006483490443018672, 0.01191813112186111]"
A,4000,6,1.0,SLearner1,DPExplainableBoostingRegressor,1.0,"[0.10304552188614118, 0.0788713515320373, 0.09455834120972584, 0.15251805355859668, 0.07408170413285192]","[0.08368220918766898, 0.16416806718063764, 0.14955246930794075, 0.21722743105941894, 0.0562324198368451]","[0.09723223718899233, 0.06049633151558943, 0.07401193365453483, 0.13785625404102206, 0.06676168790118894]","[0.09723223718899239, 0.06049633151558944, 0.07401193365453487, 0.13785625404102203, 0.0667616879011889]","[5, 5, 5, 5, 5]","[0.09577891601470512, 0.05590257651147747, 0.06887533176573708, 0.1341908041616284, 0.06493168384327319]","[0.007266605871436051, 0.02296877502055983, 0.02568300944398876, 0.01832724939696828, 0.009150020289578724]","[0.23561344204077955, 0.13703207068748852, 0.17970361859419054, 0.3100608181024062, 0.1582502599760907]","[0.08368220918766898, 0.034578397599327404, 0.0551267997411834, 0.1180134597864228, 0.0562324198368451]","[0, 0.12958966958131024, 0.09442566956675735, 0.09921397127299614, 0]"
A,4000,6,1.0,SLearner1,DPExplainableBoostingRegressor,2.0,"[0.08929567989678766, 0.07608722931932682, 0.08511515983621316, 0.12785390431709084, 0.09528472099396543]","[0.0480318381155808, 0.07272216480981605, 0.12413047344676967, 0.1336236303460374, 0.1261964223913083]","[0.0784568110963719, 0.07364539790749294, 0.07857103721897911, 0.12467468875095024, 0.08991288674764963]","[0.078456811096372, 0.07364539790749297, 0.07857103721897908, 0.12467468875095028, 0.0899128867476496]","[5, 5, 5, 5, 5]","[0.07574709389626796, 0.07303494005453448, 0.07693500656467059, 0.12387988485941509, 0.08856992818607068]","[0.013548586000519704, 0.0030522892647923475, 0.008180153271542569, 0.003974019457675757, 0.006714792807894741]","[0.1916722931925306, 0.17868087415502637, 0.19197003438112542, 0.28802108539525656, 0.21953210159099973]","[0.0480318381155808, 0.07272216480981605, 0.06718117816203144, 0.12243745335217851, 0.08084200283673493]","[0, 0, 0.05694929528473823, 0.011186176993858883, 0.04535441955457336]"
A,4000,6,1.0,SLearner1,DPExplainableBoostingRegressor,4.0,"[0.09550601827958755, 0.08086949023407797, 0.08074741988273673, 0.08965535400863431, 0.09111655735754189]","[0.06457757074258323, 0.10175367390062812, 0.07801828599726443, 0.1085667541936808, 0.1255468321234819]","[0.0900859961350163, 0.07965517963067956, 0.07948343432982209, 0.08715123067544785, 0.08932220721904721]","[0.0900859961350163, 0.07965517963067954, 0.07948343432982209, 0.08715123067544792, 0.08932220721904711]","[5, 5, 5, 5, 5]","[0.08873099059887349, 0.07935160197982996, 0.07916743794159344, 0.08652519984215123, 0.08887361968442355]","[0.0067750276807140505, 0.0015178882542480135, 0.0015799819411432998, 0.003130154166483077, 0.0022429376731183427]","[0.21992601714287402, 0.19477329517156855, 0.19433190991479882, 0.21314944887744686, 0.21818263931935217]","[0.06457757074258323, 0.0741305560631924, 0.07801828599726443, 0.08179734979588969, 0.08026605099293842]","[0, 0.027623117837435717, 0, 0.0267694043977911, 0.04528078113054347]"
A,4000,6,1.0,SLearner1,DPExplainableBoostingRegressor,8.0,"[0.10058927156551653, 0.07809439795931951, 0.08280897476866816, 0.08470725907928044, 0.092644838356092]","[0.09760617973209491, 0.09078211497926801, 0.07129148962287198, 0.0899538131240614, 0.09993947189667896]","[0.09962563618511901, 0.0774490076287484, 0.08213439792566787, 0.08416457430455747, 0.09188244079001763]","[0.09962563618511897, 0.07744900762874835, 0.08213439792566776, 0.08416457430455727, 0.09188244079001781]","[5, 5, 5, 5, 5]","[0.09938472734001963, 0.07728766004610563, 0.0819657537149178, 0.08402890311087673, 0.09169184139849904]","[0.0012045442254969042, 0.0008067379132138848, 0.0008432210537503634, 0.0006783559684037099, 0.0009529969575929574]","[0.2406389267480022, 0.1890250367281005, 0.20103694886010176, 0.20602434609984493, 0.2239729842443709]","[0.09760617973209491, 0.07411573079111843, 0.07129148962287198, 0.08271726459968125, 0.08986818301335253]","[0, 0.016666384188149582, 0, 0.007236548524380149, 0.01007128888332643]"
A,4000,6,1.0,SLearner1,DPExplainableBoostingRegressor,16.0,"[0.09996479164105945, 0.0791908429830202, 0.0842423757823826, 0.08585436625624833, 0.0918498253324701]","[0.09361347769095933, 0.0920236592835762, 0.09780845561685614, 0.09178845440021074, 0.10405362472719334]","[0.09890376535721841, 0.07818690586776823, 0.0839363102983843, 0.08507337628135864, 0.09121493587052265]","[0.09890376535721859, 0.07818690586776818, 0.08393631029838441, 0.08507337628135862, 0.09121493587052264]","[5, 5, 5, 5, 5]","[0.09863850878625816, 0.07793592158895524, 0.08385979392738473, 0.08487812878763622, 0.09105621350503579]","[0.0013262828548013007, 0.0012549213940649638, 0.00038258185499786754, 0.0009762374686121157, 0.0007936118274343151]","[0.23913431840396732, 0.19096691532587412, 0.20546962592971213, 0.2082182344624745, 0.22247784777778218]","[0.09361347769095933, 0.07472771751381617, 0.08046827396876649, 0.08339460675164559, 0.08800526365635496]","[0, 0.017295941769760025, 0.017340181648089655, 0.008393847648565152, 0.016048361070838384]"
A,4000,6,1.0,DRLearner,DPExplainableBoostingRegressor,128.0,"[0.053509657650777025, 0.04324037263419478, 0.04611735226830098, 0.0560129782075036, 0.047825349230005434]","[0.06072901444941282, 0.0683707237492397, 0.08567631289968852, 0.08684569072242003, 0.07448276792317104]","[0.03699552832079003, 0.024469342566934844, 0.027665920382748465, 0.03756534825563148, 0.030831483728098266]","[0.07279011199373332, 0.059474317346318084, 0.06390218705661738, 0.07172155280600723, 0.06456040730499671]","[5, 5, 5, 5, 5]","[0.032866995988293284, 0.01977658505011986, 0.023053062411360337, 0.03295344076766345, 0.026583017352621474]","[0.02064266166248374, 0.02346378758407492, 0.02306428985694064, 0.023059537439840155, 0.02124233187738396]","[0.17627129339471231, 0.13325079447278915, 0.14894174679359978, 0.17321376875790978, 0.15113525130262667]","[0.06072901444941282, 0.05725021574558768, 0.05845865559584959, 0.06794051832690402, 0.062079817150453125]","[0, 0.011120508003652028, 0.027217657303838932, 0.018905172395516003, 0.01240295077271792]"
A,4000,6,1.0,DRLearner,DPExplainableBoostingRegressor,1.0,"[3.8844188213541306, 3.322940410482656, 3.437760590050153, 3.0707791567847122, 2.9679985752592866]","[0.35233125061730003, 0.086530618229268, 0.22650942789222012, 0.045150444782656264, 0.08822083246808762]","[1.0399097982462995, 0.7545338753414467, 0.649943265029875, 0.4489370615176234, 0.6161348539225062]","[0.30887030840967356, 0.22226044243767415, 0.1504338615550552, 0.04800517871671848, 0.08073768417184861]","[5, 5, 5, 5, 5]","[0.3287825424693418, 0.11243224155614451, 0.0, 0.0, 0.028168923588311134]","[3.555636278884789, 3.2105081689265114, 3.437760590050153, 3.0707791567847122, 2.9398296516709754]","[0.5168672608039564, 0.4249022232455198, 0.32972006071266974, 0.07928830681777671, 0.1975326328816584]","[0.29800507285776695, 0.086530618229268, 0.13141496997076396, 0.045150444782656264, 0.07886689709778885]","[0.05432617775953309, 0, 0.09509445792145615, 0, 0.009353935370298768]"
A,4000,6,1.0,DRLearner,DPExplainableBoostingRegressor,2.0,"[1.1517877899440125, 1.4884087294514616, 1.4377673122247072, 0.975003195397997, 1.1117599540076313]","[0.1699112486686299, 0.05371744998100664, 0.1279369930761266, 0.10322414396451629, 0.0867237619470002]","[0.29555563799544377, 0.3442893564607987, 0.3453968222632861, 0.2638497339784887, 0.19329129139467846]","[0.1279268296854516, 0.09116896709761906, 0.08960380048560233, 0.08580727923282046, 0.06253161709414364]","[5, 5, 5, 5, 5]","[0.08149760000830164, 0.05825951321313294, 0.07230419977293079, 0.08606136862361158, 0.0]","[1.070290189935711, 1.4301492162383287, 1.3654631124517764, 0.8889418267743854, 1.1117599540076313]","[0.293612476858125, 0.22237451288070414, 0.21882700328550347, 0.20997317951141253, 0.1442673697530215]","[0.11743072493965703, 0.05371744998100664, 0.08002050233797127, 0.0814530630498965, 0.056483580880929495]","[0.052480523728972855, 0, 0.047916490738155335, 0.02177108091461979, 0.030240181066070702]"
A,4000,6,1.0,DRLearner,DPExplainableBoostingRegressor,4.0,"[0.38447393741392605, 0.4114173262132496, 0.461831679227263, 0.4245897824757884, 0.4091357681500637]","[0.08721016694451415, 0.04647577528459565, 0.0783889899119828, 0.20718310760047212, 0.10068015385381783]","[0.11477588319347014, 0.11980381517652815, 0.11908831053522372, 0.12408898620137512, 0.09667858670580978]","[0.07371250784727167, 0.08011985021904529, 0.06953961588561133, 0.09279831728484311, 0.06778827753010033]","[5, 5, 5, 5, 5]","[0.04735136963835618, 0.046900437417347784, 0.033402468362213944, 0.048963787132771774, 0.018564291344746242]","[0.33712256777556987, 0.36451688879590183, 0.42842921086504904, 0.3756259953430166, 0.39057147680531745]","[0.17886856830808223, 0.19596251452856156, 0.16679650106318994, 0.22600834977087575, 0.16146124739828976]","[0.07033809307296104, 0.04647577528459565, 0.06732727237901846, 0.06420211970593587, 0.05956530844917096]","[0.01687207387155311, 0, 0.011061717532964335, 0.14298098789453625, 0.04111484540464687]"
A,4000,6,1.0,DRLearner,DPExplainableBoostingRegressor,8.0,"[0.1338174800884627, 0.12552055965011097, 0.17920382771476445, 0.15039088290637898, 0.1631768917848172]","[0.05779730991179322, 0.07468039906068681, 0.09794408344183263, 0.08859663095479259, 0.08127179133549176]","[0.05201088400890628, 0.03368012995098707, 0.05525511642282538, 0.06150217157314425, 0.05303231548322581]","[0.06958152469494111, 0.058035834234881054, 0.06752809130229283, 0.07255603719926432, 0.058914221344557205]","[5, 5, 5, 5, 5]","[0.031559234989017165, 0.010720022526206102, 0.02426793859984061, 0.03927999373983557, 0.025496171407827978]","[0.10225824509944553, 0.11480053712390487, 0.15493588911492384, 0.11111088916654341, 0.13768072037698922]","[0.1669220823505761, 0.12773915263611407, 0.1606535034899776, 0.1756060764340907, 0.1311322928414988]","[0.05779730991179322, 0.053874693028429614, 0.05992409326740788, 0.06854588876038226, 0.05332482884682357]","[0, 0.020805706032257197, 0.03801999017442475, 0.02005074219441034, 0.027946962488668188]"
A,4000,6,1.0,DRLearner,DPExplainableBoostingRegressor,16.0,"[0.0779888000774918, 0.06947446576116664, 0.08668851267446614, 0.07612179224221144, 0.07951226252667212]","[0.07314722986635369, 0.06266477821496809, 0.10128666507060033, 0.08092246416491161, 0.07658007931523085]","[0.040119737335982515, 0.02230700198265022, 0.037191762129447144, 0.03700191049295028, 0.03801962533416564]","[0.07223492439799024, 0.054334211799323275, 0.06471440148427882, 0.06754318713494868, 0.06475642095276339]","[5, 5, 5, 5, 5]","[0.030652471650605195, 0.010515136038021108, 0.02481757449319239, 0.027221940055634983, 0.02764646603603902]","[0.047336328426886606, 0.058959329723145534, 0.06187093818127375, 0.048899852186576456, 0.0518657964906331]","[0.17468938513630888, 0.11231949376949074, 0.1516438537019889, 0.1607004792035795, 0.15178233702929594]","[0.07200684803089938, 0.05225157019541207, 0.05557133558769844, 0.06419836787745795, 0.061800506362146526]","[0.0011403818354543092, 0.010413208019556018, 0.04571532948290189, 0.016724096287453662, 0.014779572953084325]"
A,4000,6,1.0,RLearner,DPExplainableBoostingRegressor,128.0,"[0.031158540553315177, 0.02474598088939777, 0.023526359368227612, 0.023734515148172975, 0.023474255346246333]","[0.05188451914189745, 0.04742481929947148, 0.062049080048688504, 0.06174417201260407, 0.053095866066313474]","[0.026699016675554917, 0.017917161843158877, 0.018400458893622813, 0.018463540598868747, 0.01940927895256024]","[0.054690719669084335, 0.0439737037780621, 0.04722648763323134, 0.04956985112124129, 0.046391127497319495]","[5, 5, 5, 5, 5]","[0.02558413570611485, 0.016209957081599155, 0.017118983774971612, 0.01714579696154269, 0.018393034854138717]","[0.005574404847200325, 0.008536023807798618, 0.006407375593255999, 0.006588718186630285, 0.005081220492107615]","[0.11389546325642536, 0.047488531872163564, 0.07421552744906373, 0.08860760691132957, 0.06835630460046033]","[0.05188451914189745, 0.04311092489770975, 0.04352083952936705, 0.0465262708984006, 0.044714942855071]","[0, 0.004313894401761732, 0.018528240519321455, 0.015217901114203472, 0.008380923211242473]"
A,4000,6,1.0,RLearner,DPExplainableBoostingRegressor,1.0,"[1.3757119057807747, 1.409609885620179, 3.079460544041542, 1.4563752784496198, 2.031117151190245]","[0.171511988914295, 0.304470808632479, 0.041761363670359805, 0.11981174935291182, 0.09858243074493997]","[0.18422023364978649, 0.30146256744537536, 0.46486925443620536, 0.27538386348858274, 0.5883718734696395]","[0.045557393971554054, 0.04925347549451931, 0.04343951154038968, 0.0421323847190228, 0.187046169973213]","[5, 5, 5, 5, 5]","[0.0, 0.02442573790167457, 0.0, 0.0, 0.2276855540394882]","[1.3757119057807747, 1.3851841477185045, 3.079460544041542, 1.4563752784496198, 1.8034315971507566]","[0.06195846070445482, 0.08680398824841357, 0.04148455642406074, -0.02034309711755289, 0.38121860769711174]","[0.014068745235868818, 0.0, 0.041761363670359805, 0.022712543560550538, 0.09858243074493997]","[0.1574432436784262, 0.304470808632479, 0, 0.09709920579236128, 0]"
A,4000,6,1.0,RLearner,DPExplainableBoostingRegressor,2.0,"[0.5944147370832931, 0.4420812102244954, 0.5581906898552041, 0.5309216952605542, 0.5106073411880057]","[0.041901113245644446, 0.055596071633463987, 0.06435825489022823, 0.06667432682868799, 0.31180271298465023]","[0.18701170267912992, 0.10747763581177437, 0.13628884827418605, 0.16313937197759457, 0.1547265563934426]","[0.05604673410098737, 0.041750453401907216, 0.0467124900485742, 0.07542819306444513, 0.08666056101046894]","[5, 5, 5, 5, 5]","[0.08516094407808916, 0.023826742208594154, 0.03081338787893151, 0.07119379115685465, 0.0657563601948018]","[0.5092537930052039, 0.41825446801590127, 0.5273773019762726, 0.45972790410369957, 0.44485098099320386]","[0.11970042181337032, 0.005648918765446653, 0.0706678634874835, 0.1836018789276312, 0.21199532516492042]","[0.041901113245644446, 0.03828904884401802, 0.042301048838160694, 0.06667432682868799, 0.03037502301692363]","[0, 0.017307022789445965, 0.022057206052067534, 0, 0.2814276899677266]"
A,4000,6,1.0,RLearner,DPExplainableBoostingRegressor,4.0,"[0.2605478328352385, 0.22091933522709806, 0.18834850928820612, 0.23734217059015958, 0.2604438561267488]","[0.04220898562232926, 0.07367474864920273, 0.06982857368867133, 0.056513593692145564, 0.05035601070757365]","[0.0660454538739057, 0.06264034583515911, 0.04398076336373048, 0.04048447043936473, 0.05752909914499804]","[0.05489339715577126, 0.06003660996261626, 0.04896375195227649, 0.04957971550821854, 0.044895458115839275]","[5, 5, 5, 5, 5]","[0.017419859133572496, 0.023070598487174354, 0.007888826882611555, 0.0, 0.006800409899560322]","[0.24312797370166603, 0.1978487367399237, 0.18045968240559457, 0.23734217059015958, 0.2536434462271885]","[0.11478176700627435, 0.1353442530879227, 0.08511879248196536, 0.08866325275744141, 0.05636412863826318]","[0.04220898562232926, 0.05662707529096964, 0.04374754651817778, 0.047846245962236786, 0.043530319967905684]","[0, 0.01704767335823309, 0.026081027170493556, 0.00866734772990878, 0.0068256907396679715]"
A,4000,6,1.0,RLearner,DPExplainableBoostingRegressor,8.0,"[0.08779043978032691, 0.08896673534287279, 0.08522788998161432, 0.1105474835706467, 0.09073266241144433]","[0.04938972600012579, 0.0571796567338772, 0.05334529743116998, 0.07787787775453532, 0.06479563742809427]","[0.03777498552805613, 0.03416842798493238, 0.025433780796359, 0.029476300545522846, 0.04257141548656326]","[0.04642914727681664, 0.04745049201828268, 0.045612710553737106, 0.05602870345980639, 0.05919689639023989]","[5, 5, 5, 5, 5]","[0.02527112196498843, 0.020468851145447275, 0.010485253500045172, 0.009208504789241886, 0.030531103755343]","[0.06251931781533848, 0.06849788419742552, 0.07474263648156915, 0.10133897878140481, 0.06020155865610133]","[0.06863384120190313, 0.07570963544750481, 0.06240326461851581, 0.11962508240798747, 0.13220572329347652]","[0.045689002595989354, 0.04501820083938405, 0.04367956383437889, 0.05056640988612415, 0.057797211130776294]","[0.003700723404136434, 0.01216145589449315, 0.009665733596791095, 0.02731146786841117, 0.0069984262973179796]"
